CABANG,PROPINSI,NO ORDER,TANGGAL,SUMBER,SERIES,HARGA JUAL,DISKON,JENIS BAYAR
FKH TOBELO,MALUKUUTARA,BTDTBL220500012,2022-05-10,OFFLINE,VARIO 160,28385000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500025,2022-05-10,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500010,2022-05-10,OFFLINE,REVO,15570000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500007,2022-05-09,OFFLINE,GENIO,20810000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500010,2022-05-10,OFFLINE,BEAT,18826000,0,KREDIT
FKHC RATU AGUNG,BENGKULU,BTDRTA220500003,2022-05-10,OFFLINE,SCOOPY,22000000,0,KREDIT
FKH NEGARA,BALI,BTDNGR220500010,2022-05-09,OFFLINE,BEAT,18680000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500020,2022-05-09,OFFLINE,VARIO 160,29300000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500003,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500009,2022-05-11,OFFLINE,BEAT,21250000,0,KREDIT
FKH NANGA PINOH,KALIMANTANBARAT,BTDNPH220500012,2022-05-09,OFFLINE,CB150R,30520000,0,KREDIT
FKH PONTIANAK BARAT,KALIMANTANBARAT,BTDKKP220400017,2022-05-10,OFFLINE,VARIO 125,23350000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500012,2022-05-10,OFFLINE,BEAT,20280000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500017,2022-05-09,OFFLINE,BEAT,19375000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500008,2022-05-09,OFFLINE,BEAT,19630000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500019,2022-05-10,OFFLINE,VARIO 125,24920000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500011,2022-05-10,OFFLINE,PCX160,32180000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500019,2022-05-09,OFFLINE,VARIO 160,30090000,0,KREDIT
FKH MANDONGA KORUMBA,SULAWESITENGGARA,BTDKDA220500002,2022-05-10,OFFLINE,BEAT,20090000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500014,2022-05-10,OFFLINE,SCOOPY,22210000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500018,2022-05-10,OFFLINE,PCX160,32190000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500018,2022-05-10,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500014,2022-05-09,OFFLINE,REVO,16380000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500010,2022-05-10,OFFLINE,GENIO,19970000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500017,2022-05-11,OFFLINE,BEAT,20350000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500013,2022-05-10,OFFLINE,SCOOPY,23260000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500010,2022-05-10,OFFLINE,VARIO 160,28440000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500030,2022-05-10,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500009,2022-05-10,OFFLINE,BEAT,18680000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400181,2022-05-10,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500014,2022-05-11,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500004,2022-05-10,OFFLINE,REVO,16600000,0,KREDIT
FKH SOPPENG,SULAWESISELATAN,BTDSPG220400047,2022-05-10,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220400072,2022-05-11,OFFLINE,BEAT,20115000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500026,2022-05-11,OFFLINE,PCX160,32180000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220500001,2022-05-10,OFFLINE,BEAT,17810000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500010,2022-05-10,OFFLINE,VARIO 160,31570000,0,KREDIT
FKH PRABUMULIH BARAT,SUMATERASELATAN,BTDPBR220400039,2022-05-10,OFFLINE,BEAT,19375000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500013,2022-05-10,OFFLINE,BEAT,19660000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500016,2022-05-10,OFFLINE,VARIO 160,30180000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400176,2022-05-10,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500014,2022-05-10,OFFLINE,SCOOPY,23300000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220400067,2022-05-11,OFFLINE,BEAT,20115000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220400098,2022-05-11,OFFLINE,SCOOPY,24100000,0,KREDIT
FKH CINA,SULAWESISELATAN,BTDCNA220400002,2022-05-12,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220500002,2022-05-10,OFFLINE,REVO,15450000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500011,2022-05-10,OFFLINE,REVO,17490000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500002,2022-05-10,OFFLINE,GENIO,20940000,0,KREDIT
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500006,2022-05-10,OFFLINE,BEAT,19320000,0,KREDIT
FKH TANJUNG KARANG TIMUR,LAMPUNG,BTDTKG220500008,2022-05-10,OFFLINE,VARIO 160,27006000,0,KREDIT
FKH BATURAJA,SUMATERASELATAN,BTDBTR220500001,2022-05-09,ONLINE,BEAT,20305000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400215,2022-05-11,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220400078,2022-05-10,OFFLINE,BEAT,20115000,0,KREDIT
FKH MARTAPURA,SUMATERASELATAN,BTDMTP220500004,2022-05-09,OFFLINE,BEAT,20165000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500018,2022-05-11,OFFLINE,VARIO 160,28385000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500005,2022-05-10,ONLINE,BEAT,20254000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220400059,2022-05-10,OFFLINE,BEAT,19375000,0,KREDIT
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220400019,2022-05-12,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500006,2022-05-11,OFFLINE,SCOOPY,21005000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500010,2022-05-11,OFFLINE,BEAT,21250000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500006,2022-05-10,OFFLINE,GENIO,19890000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220400026,2022-05-11,OFFLINE,REVO,17490000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500004,2022-05-10,OFFLINE,SCOOPY,22771000,0,KREDIT
FKH FKHC PONDOK KELAPA,BENGKULU,BTDPDK220500002,2022-05-10,OFFLINE,REVO,15570000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500013,2022-05-10,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500007,2022-05-10,OFFLINE,REVO,17490000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400009,2022-05-11,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH KOLAKA,SULAWESITENGGARA,BTDKLK220500004,2022-05-10,OFFLINE,VARIO 160,30180000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500001,2022-05-10,OFFLINE,PCX160,34811000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500018,2022-05-10,OFFLINE,BEAT,19484000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500021,2022-05-10,OFFLINE,BEAT,20136000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500004,2022-05-10,ONLINE,REVO,18000000,0,KREDIT
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220400085,2022-05-10,OFFLINE,BEAT,19560000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220400002,2022-05-11,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500004,2022-05-10,OFFLINE,SCOOPY,22310000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500009,2022-05-10,OFFLINE,GENIO,20810000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500022,2022-05-10,OFFLINE,REVO,15996000,0,KREDIT
FKHC CILEDUG,BANTEN,BTDCLG220500006,2022-05-12,OFFLINE,VARIO 160,26154000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220300036,2022-05-10,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH MANADO,SULAWESIUTARA,BTDMDO220500010,2022-05-10,OFFLINE,VARIO 125,22350000,0,KREDIT
FKH SAMARINDA ULU,KALIMANTANTIMUR,BTDSAU220400007,2022-05-10,OFFLINE,PCX160,37716000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500026,2022-05-10,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500015,2022-05-10,OFFLINE,VARIO 125,24538000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220400111,2022-05-10,OFFLINE,CRF150L,35679000,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG112204001,2022-05-10,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH WAJO,SULAWESISELATAN,BTDWJO220500018,2022-05-10,ONLINE,BEAT,19185000,0,KREDIT
FKHMAULAFA,NUSATENGGARATIMUR,BTDMLF220500006,2022-05-10,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400050,2022-05-11,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220400082,2022-05-10,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH NEGARA,BALI,BTDNGR220500011,2022-05-11,OFFLINE,PCX160,32400000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500015,2022-05-10,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500011,2022-05-11,OFFLINE,SCOOPY,22210000,0,KREDIT
FKH DARUSSALAM,ACEH,BTDDRS220300012,2022-05-10,OFFLINE,SCOOPY,22963000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500003,2022-05-11,OFFLINE,SCOOPY,22210000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500002,2022-05-10,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500006,2022-05-10,OFFLINE,SCOOPY,22800000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500014,2022-05-10,OFFLINE,GENIO,20510000,0,KREDIT
FKH PONTIANAK SELATAN,KALIMANTANBARAT,BTDPTS220500001,2022-05-10,OFFLINE,BEAT,19230000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500012,2022-05-10,OFFLINE,BEAT,19220000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500013,2022-05-10,OFFLINE,PCX160,38397000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500021,2022-05-10,OFFLINE,REVO,18144000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220500010,2022-05-11,OFFLINE,BEAT,20750000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220400091,2022-05-10,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500005,2022-05-10,OFFLINE,BEAT,20175000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220400096,2022-05-11,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500010,2022-05-10,OFFLINE,BEAT,20115000,0,KREDIT
FKH MEDAN HELVETIA,SUMATERAUTARA,BTDMDH220300018,2022-05-10,OFFLINE,PCX160,32130000,0,KREDIT
FKH BANGLI,BALI,BTDBGL220500009,2022-05-10,OFFLINE,BEAT,17910000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220400085,2022-05-11,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH KALIANDA,LAMPUNG,BTDKLD220500005,2022-05-10,OFFLINE,VARIO 160,29731000,0,KREDIT
FKH SEI RAYA,KALIMANTANBARAT,BTDSEI220500005,2022-05-12,OFFLINE,SCOOPY,22450000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500022,2022-05-10,OFFLINE,BEAT,18135000,0,KREDIT
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220500007,2022-05-10,OFFLINE,BEAT,21110000,0,KREDIT
FKHMAULAFA,NUSATENGGARATIMUR,BTDMLF220500007,2022-05-11,OFFLINE,SCOOPY,23673000,0,KREDIT
FKH PARINDU,KALIMANTANBARAT,BTDPRD220500002,2022-05-10,OFFLINE,CRF150L,36090000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500024,2022-05-14,OFFLINE,VARIO 160,28879000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500007,2022-05-10,ONLINE,SUPRAX125,22000000,0,KREDIT
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500010,2022-05-10,OFFLINE,BEAT,19970500,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG220500019,2022-05-10,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500012,2022-05-11,OFFLINE,REVO,17490000,0,KREDIT
BABAT TOMAN,SUMATERASELATAN,BTDBBT220500003,2022-05-10,OFFLINE,BEAT,19025000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500008,2022-05-10,OFFLINE,REVO,18000000,0,KREDIT
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500015,2022-05-11,OFFLINE,VARIO 160,28174750,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500013,2022-05-10,OFFLINE,GENIO,20150000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220500003,2022-05-10,OFFLINE,BEAT,17810000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500004,2022-05-10,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400221,2022-05-10,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500005,2022-05-13,OFFLINE,VARIO 160,26220000,0,KREDIT
FKH DOBO,MALUKU,BTDDOB220500003,2022-05-10,OFFLINE,BEAT,23185000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500016,2022-05-10,ONLINE,BEAT,19680000,0,KREDIT
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220400040,2022-05-11,OFFLINE,BEAT,19560000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500009,2022-05-10,OFFLINE,BEAT,20235000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500011,2022-05-11,OFFLINE,REVO,17490000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500018,2022-05-10,OFFLINE,CRF150L,35679000,0,KREDIT
FKH SEI BAMBAN,SUMATERAUTARA,BTDBAM220500005,2022-05-10,OFFLINE,VARIO 160,26110000,0,KREDIT
FKH KOTAMOBAGU,SULAWESIUTARA,BTDKMB220500009,2022-05-10,OFFLINE,BEAT,19750000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500016,2022-05-10,OFFLINE,VARIO 160,27900000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500014,2022-05-11,OFFLINE,VARIO 160,28440000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500017,2022-05-11,OFFLINE,REVO,14470000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500006,2022-05-11,ONLINE,REVO,17850000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500016,2022-05-11,OFFLINE,BEAT,19670000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500010,2022-05-10,OFFLINE,VARIO 160,25060000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500011,2022-05-10,OFFLINE,PCX160,37716000,0,KREDIT
FKH SANGGAU,KALIMANTANBARAT,BTDSGU220500003,2022-05-10,OFFLINE,REVO,17180000,0,KREDIT
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500006,2022-05-11,OFFLINE,BEAT,19660000,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500012,2022-05-10,OFFLINE,GENIO,20320000,0,KREDIT
FKH BELOPA,SULAWESISELATAN,BTDBLP220500001,2022-05-11,ONLINE,SCOOPY,23020000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500004,2022-05-10,OFFLINE,VARIO 125,23910000,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500013,2022-05-10,OFFLINE,SUPRAX125,21110000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500012,2022-05-10,OFFLINE,BEAT,18960000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500008,2022-05-11,OFFLINE,VARIO 160,27800000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500014,2022-05-10,OFFLINE,VARIO 160,32673000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500013,2022-05-10,OFFLINE,VARIO 125,24451000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500004,2022-05-12,ONLINE,SCOOPY,22310000,0,KREDIT
FKH PRAYA,NUSATENGGARABARAT,BTDPRY220500003,2022-05-11,OFFLINE,VARIO 160,30435000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500019,2022-05-10,OFFLINE,REVO,18690000,0,KREDIT
FKH JUNGKAT,KALIMANTANBARAT,BTDJGT220400034,2022-05-11,OFFLINE,VARIO 125,23350000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220400047,2022-05-11,ONLINE,SCOOPY,22310000,0,KREDIT
FKH KLUNGKUNG,BALI,BTDKLG220500017,2022-05-10,ONLINE,SCOOPY,22880000,0,KREDIT
FKH RANTEPAO,SULAWESISELATAN,BTDRTP220400012,2022-05-11,OFFLINE,SCOOPY,22210000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500003,2022-05-11,ONLINE,SCOOPY,22310000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500006,2022-05-12,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500017,2022-05-11,OFFLINE,SCOOPY,22990000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500011,2022-05-11,OFFLINE,SUPRAX125,21050000,0,KREDIT
FKH KOTA SIGLI,ACEH,BTDKOS220500003,2022-05-11,OFFLINE,VARIO 160,26881000,0,KREDIT
FKH KOTAMOBAGU,SULAWESIUTARA,BTDKMB220400001,2022-05-11,OFFLINE,SCOOPY,22830000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500014,2022-05-12,OFFLINE,SCOOPY,22110000,0,KREDIT
FKHTENGGARONG,KALIMANTANTIMUR,BTDTEN220500002,2022-05-11,OFFLINE,VARIO 160,28440000,0,KREDIT
FKH BANGLI,BALI,BTDBGL220500012,2022-05-10,OFFLINE,BEAT,17910000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500013,2022-05-11,OFFLINE,SCOOPY,22920000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500016,2022-05-10,OFFLINE,VARIO 125,24366000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500020,2022-05-11,OFFLINE,VARIO 160,31320000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220400066,2022-05-11,OFFLINE,SCOOPY,22920000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220500005,2022-05-11,OFFLINE,SCOOPY,22350000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500038,2022-05-11,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220400028,2022-05-11,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500008,2022-05-10,OFFLINE,REVO,17033500,0,KREDIT
FKH PANGKAL BALAM,KEPULAUANBANGKABELIT,BTDPGB220500002,2022-05-11,OFFLINE,VARIO 160,28174749,0,KREDIT
FKH MAMASA,SULAWESIBARAT,BTDMMS220500003,2022-05-11,OFFLINE,GENIO,19340000,0,KREDIT
FKH SIDRAP,SULAWESISELATAN,BTDSDP220500001,2022-05-11,OFFLINE,SCOOPY,22110000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500007,2022-05-11,OFFLINE,BEAT,19850000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500017,2022-05-11,OFFLINE,SCOOPY,23260000,0,KREDIT
FKH SEI RAYA,KALIMANTANBARAT,BTDSEI220500007,2022-05-11,OFFLINE,PCX160,32700000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500021,2022-05-11,OFFLINE,VARIO 160,27830000,0,KREDIT
FKH WAWOTOBI,SULAWESITENGGARA,BTDWAW220500001,2022-05-11,OFFLINE,SCOOPY,23770000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500009,2022-05-12,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500012,2022-05-11,ONLINE,REVO,17432000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500020,2022-05-12,ONLINE,BEAT,18441000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500023,2022-05-11,OFFLINE,BEAT,21350000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500027,2022-05-11,OFFLINE,GENIO,19700000,0,KREDIT
FKH MALLUSETASI,SULAWESISELATAN,BTDMLS220400014,2022-05-11,OFFLINE,SCOOPY,22920000,0,KREDIT
FKH PAGESANGAN,NUSATENGGARABARAT,BTDPGT220500003,2022-05-11,OFFLINE,BEAT,18500000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220500004,2022-05-11,OFFLINE,BEAT,18480000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500030,2022-05-12,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500021,2022-05-11,OFFLINE,BEAT,21250000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500045,2022-05-11,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220400358,2022-05-12,OFFLINE,VARIO 125,22735000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500009,2022-05-10,OFFLINE,SCOOPY,22800000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500005,2022-05-12,OFFLINE,BEAT,19670000,0,KREDIT
FKH KAHU,SULAWESISELATAN,BTDKHU220400022,2022-05-13,OFFLINE,SCOOPY,22160000,0,KREDIT
FKHTENGGARONG,KALIMANTANTIMUR,BTDTEN220500001,2022-05-13,OFFLINE,GENIO,20150000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500010,2022-05-11,OFFLINE,BEAT,19484000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500016,2022-05-11,OFFLINE,VARIO 160,28440000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500019,2022-05-11,OFFLINE,BEAT,18530000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500008,2022-05-10,OFFLINE,REVO,17850000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500008,2022-05-11,OFFLINE,PCX160,34811000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220300053,2022-05-11,OFFLINE,SCOOPY,23820000,0,KREDIT
FKH PALEMBANG,SUMATERASELATAN,BTDPLM220500019,2022-05-11,OFFLINE,REVO,16380000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500027,2022-05-11,OFFLINE,BEAT,19850000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500021,2022-05-11,OFFLINE,SCOOPY,22210000,0,KREDIT
FKHC DUA BOCCOE,SULAWESISELATAN,BTDDBO220500007,2022-05-11,OFFLINE,BEAT,19200000,0,KREDIT
FKH ILIR BARAT I,SUMATERASELATAN,BTDILB220500002,2022-05-11,OFFLINE,VARIO 125,23920000,0,KREDIT
FKH CINA,SULAWESISELATAN,BTDCNA220400003,2022-05-12,OFFLINE,SCOOPY,22160000,0,KREDIT
FKHC DUA BOCCOE,SULAWESISELATAN,BTDDBO220500006,2022-05-11,OFFLINE,BEAT,19760000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500011,2022-05-11,OFFLINE,REVO,17490000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500014,2022-05-11,OFFLINE,BEAT,20221000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500011,2022-05-11,OFFLINE,REVO,18140000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500021,2022-05-11,OFFLINE,SUPRAX125,21050000,0,KREDIT
