CABANG,PROPINSI,NO ORDER,TANGGAL,SUMBER,SERIES,HARGA JUAL,DISKON,JENIS BAYAR
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500040,2022-05-20,OFFLINE,SUPRA GTR 150,26910000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500005,2022-05-20,OFFLINE,VARIO 160,27250000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500012,2022-05-20,OFFLINE,SCOOPY,22939000,0,KREDIT
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500020,2022-05-20,OFFLINE,BEAT,20152500,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500108,2022-05-20,OFFLINE,VARIO 160,26850000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500036,2022-05-21,OFFLINE,VARIO 125,24451000,0,KREDIT
FKH PARINDU,KALIMANTANBARAT,BTDPRD220500010,2022-05-20,ONLINE,REVO,17180000,0,KREDIT
FKH TELUK BETUNG UTARA,LAMPUNG,BTDTBU220500015,2022-05-21,OFFLINE,VARIO 160,27298000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220500027,2022-05-24,OFFLINE,SCOOPY,23130000,0,KREDIT
FKH KOTA TIMUR,GORONTALO,BTDKTR220500033,2022-05-24,OFFLINE,BEAT,19800000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500041,2022-05-21,ONLINE,SCOOPY,22310000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500042,2022-05-20,OFFLINE,SUPRAX125,21860000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500158,2022-05-21,OFFLINE,VARIO 160,26154000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500039,2022-05-20,OFFLINE,BEAT,20670000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500062,2022-05-21,OFFLINE,SCOOPY,22800000,0,KREDIT
FKH MATARAM BARU,LAMPUNG,BTDMRB220500006,2022-05-21,OFFLINE,VARIO 160,27298000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220500005,2022-05-21,OFFLINE,BEAT,18500000,0,KREDIT
FKH NAGRAK,JAWABARAT,BTDNGK220500005,2022-05-21,OFFLINE,BEAT,18500000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500059,2022-05-21,OFFLINE,BEAT,20850000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500057,2022-05-21,OFFLINE,REVO,16850000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500033,2022-05-20,OFFLINE,GENIO,20400000,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500052,2022-05-23,OFFLINE,VARIO 160,27298000,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500050,2022-05-21,OFFLINE,BEAT,19314500,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500055,2022-05-21,OFFLINE,PCX160,38070000,0,KREDIT
FKH WAWOTOBI,SULAWESITENGGARA,BTDWAW220500011,2022-05-23,OFFLINE,SCOOPY,24570000,0,KREDIT
FKH KOLAKA,SULAWESITENGGARA,BTDKLK220500007,2022-05-21,OFFLINE,SCOOPY,23875000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500060,2022-05-21,OFFLINE,REVO,18690000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500042,2022-05-21,OFFLINE,GENIO,20400000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500028,2022-05-23,OFFLINE,SCOOPY,24100000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500059,2022-05-21,OFFLINE,BEAT,19310000,0,KREDIT
FKH TANJUNG KARANG BARAT,LAMPUNG,BTDTKB220500010,2022-05-21,OFFLINE,VARIO 125,22543500,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500003,2022-05-23,OFFLINE,BEAT,21610000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500029,2022-05-23,OFFLINE,REVO,17490000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500031,2022-05-21,OFFLINE,BEAT,20586000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500033,2022-05-21,OFFLINE,BEAT,19835000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500032,2022-05-21,OFFLINE,VARIO 160,29356000,0,KREDIT
FKH KOTA TENGAH,GORONTALO,BTDKOT220500029,2022-05-21,OFFLINE,REVO,17120000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500045,2022-05-21,OFFLINE,BEAT,21510000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500091,2022-05-21,OFFLINE,BEAT,19135000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500038,2022-05-21,ONLINE,REVO,16600000,0,KREDIT
FKH KOTA SIGLI,ACEH,BTDKOS220500002,2022-05-23,OFFLINE,BEAT,19624000,0,KREDIT
FKH GRONG GRONG,ACEH,BTDGRG220500044,2022-05-21,OFFLINE,VARIO 160,29955000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500063,2022-05-23,OFFLINE,BEAT,20090000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500091,2022-05-21,OFFLINE,GENIO,21570000,0,KREDIT
FKH MELIAU,KALIMANTANBARAT,BTDMIU220500009,2022-05-21,OFFLINE,REVO,17180000,0,KREDIT
FKH BANDAR LAMPUNG,LAMPUNG,BTDLPG220500019,2022-05-21,OFFLINE,GENIO,19585000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500052,2022-05-21,OFFLINE,BEAT,19726000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220400029,2022-05-21,OFFLINE,SCOOPY,24170000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500048,2022-05-21,OFFLINE,GENIO,20500000,0,KREDIT
FKH KEMBANG TANJONG,ACEH,BTDKBJ220300014,2022-05-21,OFFLINE,SCOOPY,22216000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500019,2022-05-21,OFFLINE,PCX160,37628000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500026,2022-05-21,OFFLINE,BEAT,19135000,0,KREDIT
FKH TOPOYO,SULAWESIBARAT,BTDTPY220500020,2022-05-21,OFFLINE,CB150R,31380000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500061,2022-05-21,OFFLINE,PCX160,33050000,0,KREDIT
FKH BANDAR LAMPUNG,LAMPUNG,BTDLPG220500058,2022-05-21,OFFLINE,REVO,16012000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500069,2022-05-21,OFFLINE,BEAT,19945000,0,KREDIT
FKH KELAPA DUA 2,BANTEN,BTDKLP220500007,2022-05-23,OFFLINE,BEAT,18441000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500068,2022-05-21,OFFLINE,VARIO 160,31260000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500033,2022-05-23,OFFLINE,VARIO 125,22543500,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220400097,2022-05-21,OFFLINE,BEAT,17435000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500047,2022-05-21,OFFLINE,BEAT,20175000,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500049,2022-05-23,OFFLINE,VARIO 160,30023000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500047,2022-05-24,OFFLINE,VARIO 125,24366000,0,KREDIT
FKH DARUSSALAM,ACEH,BTDDRS220400005,2022-05-21,OFFLINE,SCOOPY,22216000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500023,2022-05-21,OFFLINE,VARIO 160,30090000,0,KREDIT
FKH KLUNGKUNG,BALI,BTDKLG220500029,2022-05-24,ONLINE,SCOOPY,23230000,0,KREDIT
FKH SANGGAU,KALIMANTANBARAT,BTDSGU220500029,2022-05-21,OFFLINE,CB150R,31530000,0,KREDIT
FKH KUMPEH ULUH JAMBI,JAMBI,BTDKUJ220500011,2022-05-21,OFFLINE,BEAT,17973000,0,KREDIT
FKH LUENG BATA,ACEH,BTDLUB220500001,2022-05-21,OFFLINE,BEAT,19624000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500061,2022-05-21,OFFLINE,SCOOPY,24100000,0,KREDIT
FKH UTAN,NUSATENGGARABARAT,BTDUTN220400036,2022-05-21,OFFLINE,GENIO,20595000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220500035,2022-05-25,OFFLINE,SCOOPY,22320000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500087,2022-05-23,OFFLINE,VARIO 125,24100000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500097,2022-05-23,OFFLINE,BEAT,19135000,0,KREDIT
FKH UTAN,NUSATENGGARABARAT,BTDUTN220500016,2022-05-21,OFFLINE,BEAT,19945000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500037,2022-05-23,OFFLINE,BEAT,18791000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500058,2022-05-23,OFFLINE,REVO,17490000,0,KREDIT
FKH KOTA TIMUR,GORONTALO,BTDKTR220500007,2022-05-23,OFFLINE,VARIO 160,27685000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500089,2022-05-21,OFFLINE,GENIO,19900000,0,KREDIT
FKH JAILOLO,MALUKUUTARA,BTDJLO220500017,2022-05-21,ONLINE,BEAT,20200000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500061,2022-05-21,OFFLINE,REVO,18690000,0,KREDIT
FKH TELUK JAMBE,JAWABARAT,BTDTLJ220500016,2022-05-21,OFFLINE,GENIO,19900000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500060,2022-05-21,OFFLINE,BEAT,20020000,0,KREDIT
FKH TELUK BETUNG UTARA,LAMPUNG,BTDTBU220500014,2022-05-24,OFFLINE,BEAT,19314500,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500032,2022-05-21,OFFLINE,SCOOPY,22939000,0,KREDIT
FKH TELUK BETUNG UTARA,LAMPUNG,BTDTBU220500009,2022-05-25,OFFLINE,GENIO,20176000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500062,2022-05-21,OFFLINE,BEAT,19980000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500010,2022-05-21,OFFLINE,BEAT,20600000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220400064,2022-05-21,OFFLINE,VARIO 160,27690000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500046,2022-05-24,OFFLINE,REVO,17490000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220400052,2022-05-21,OFFLINE,BEAT,20600000,0,KREDIT
FKHWAITABULA,NUSATENGGARATIMUR,BTDWTB220500023,2022-05-23,OFFLINE,VARIO 125,23661000,0,KREDIT
FKHTENGGARONG,KALIMANTANTIMUR,BTDTEN220500010,2022-05-21,OFFLINE,GENIO,20500000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500073,2022-05-24,OFFLINE,VARIO 125,22174000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500074,2022-05-23,OFFLINE,VARIO 160,28130000,0,KREDIT
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220500036,2022-05-23,OFFLINE,BEAT,20100000,0,KREDIT
FKH PARINDU,KALIMANTANBARAT,BTDPRD220500008,2022-05-23,OFFLINE,REVO,18690000,0,KREDIT
FKH AMUNTAI TENGAH,KALIMANTANSELATAN,BTDATT220500017,2022-05-23,OFFLINE,SCOOPY,22939000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500052,2022-05-21,OFFLINE,VARIO 125,24720000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500022,2022-05-23,OFFLINE,REVO,18690000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500035,2022-05-21,OFFLINE,REVO,17180000,0,KREDIT
FKH PALEMBANG,SUMATERASELATAN,BTDPLM220500046,2022-05-23,OFFLINE,VARIO 160,30440000,0,KREDIT
FKH CINA,SULAWESISELATAN,BTDCNA220500010,2022-05-23,OFFLINE,BEAT,20110000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500071,2022-05-25,OFFLINE,VARIO 160,28050000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500034,2022-05-23,OFFLINE,PCX160,38397000,0,KREDIT
FKH SANGGAU,KALIMANTANBARAT,BTDSGU220500027,2022-05-21,OFFLINE,REVO,18690000,0,KREDIT
FKH KENDARI,SULAWESITENGGARA,BTDKDI220500056,2022-05-21,OFFLINE,BEAT,20090000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500020,2022-05-23,ONLINE,REVO,17850000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500133,2022-05-21,OFFLINE,VARIO 160,29250000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500033,2022-05-23,OFFLINE,SUPRAX125,19711000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500043,2022-05-21,OFFLINE,GENIO,21120000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220500007,2022-05-23,OFFLINE,GENIO,19850000,0,KREDIT
FKH BANDAR LAMPUNG,LAMPUNG,BTDLPG220500053,2022-05-24,OFFLINE,VARIO 125,23579500,0,KREDIT
FKH FKHC KAMPUNG MELAYU,BENGKULU,BTDKPY220500004,2022-05-23,OFFLINE,REVO,15660000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500062,2022-05-24,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500013,2022-05-21,ONLINE,SCOOPY,23650000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500017,2022-05-21,OFFLINE,VARIO 125,24888000,0,KREDIT
FKH BARUGA,SULAWESITENGGARA,BTDBRG220500011,2022-05-23,OFFLINE,SCOOPY,24100000,0,KREDIT
FKH WAWOTOBI,SULAWESITENGGARA,BTDWAW220500012,2022-05-25,OFFLINE,BEAT,21540000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500056,2022-05-23,OFFLINE,PCX160,32244000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500051,2022-05-23,OFFLINE,BEAT,20221000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500047,2022-05-23,OFFLINE,REVO,18130000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500108,2022-05-24,OFFLINE,PCX160,31894000,0,KREDIT
FKH SAWAH BESAR,DKIJAKARTA,BTDSWB220400129,2022-05-23,OFFLINE,PCX160,32244000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500149,2022-05-23,OFFLINE,VARIO 160,29250000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500026,2022-05-25,OFFLINE,BEAT,20865000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500036,2022-05-23,OFFLINE,VARIO 160,30540000,0,KREDIT
FKH SUKABUMI,JAWABARAT,BTDSKB220500118,2022-05-23,OFFLINE,VARIO 160,26800000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500107,2022-05-23,OFFLINE,BEAT,20100000,0,KREDIT
FKH BATURAJA,SUMATERASELATAN,BTDBTR220500004,2022-05-23,OFFLINE,SUPRAX125,21110000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500037,2022-05-23,OFFLINE,CRF150L,36090000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500042,2022-05-23,OFFLINE,REVO,16600000,0,KREDIT
FKH PRABUMULIH BARAT,SUMATERASELATAN,BTDPBR220500018,2022-05-23,OFFLINE,VARIO 125,24770000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500012,2022-05-25,OFFLINE,PCX160,32200000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500069,2022-05-31,OFFLINE,BEAT,18970000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGRT220500025,2022-05-23,OFFLINE,BEAT,20700000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220400071,2022-05-23,OFFLINE,GENIO,19850000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500104,2022-05-23,OFFLINE,BEAT,20100000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220500025,2022-05-23,OFFLINE,GENIO,19325000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500079,2022-05-23,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220300005,2022-05-24,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500043,2022-05-23,ONLINE,SCOOPY,23520000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500044,2022-05-23,OFFLINE,VARIO 160,26890000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500106,2022-05-23,ONLINE,SCOOPY,23150000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220500027,2022-05-23,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH JENGGALA,NUSATENGGARABARAT,BTDJGL220500005,2022-05-23,OFFLINE,BEAT,19845000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500103,2022-05-24,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500112,2022-05-23,OFFLINE,BEAT,21010000,0,KREDIT
FKH TELUK BETUNG UTARA,LAMPUNG,BTDTBU220500019,2022-05-23,OFFLINE,VARIO 160,30023000,0,KREDIT
FKHWAITABULA,NUSATENGGARATIMUR,BTDWTB220500022,2022-05-23,OFFLINE,BEAT,20155000,0,KREDIT
FKH SEI RAMPAH,SUMATERAUTARA,BTDSER220500003,2022-05-23,OFFLINE,GENIO,19780000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500093,2022-05-24,OFFLINE,VARIO 160,30820000,0,KREDIT
FKH KOTA TIMUR,GORONTALO,BTDKTR220500035,2022-05-24,OFFLINE,BEAT,19800000,0,KREDIT
FKH UTAN,NUSATENGGARABARAT,BTDUTN220500004,2022-05-23,OFFLINE,VARIO 160,31260000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220500039,2022-05-23,OFFLINE,GENIO,20390000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500011,2022-05-23,OFFLINE,BEAT,19945000,0,KREDIT
FKH BANDAR LAMPUNG,LAMPUNG,BTDLPG220500025,2022-05-23,OFFLINE,VARIO 125,23428500,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500065,2022-05-23,OFFLINE,BEAT,19945000,0,KREDIT
FKH KOTA TENGAH,GORONTALO,BTDKOT220500030,2022-05-25,OFFLINE,SCOOPY,23130000,0,KREDIT
FKHPOMALA,SULAWESITENGGARA,BTDPOM220500003,2022-05-23,OFFLINE,CBR 150R,38470000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500046,2022-05-23,OFFLINE,REVO,16880000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500036,2022-05-23,OFFLINE,REVO,18570000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220500021,2022-05-23,OFFLINE,VARIO 125,21960000,0,KREDIT
FKH SAWAH BESAR,DKIJAKARTA,BTDSWB220500060,2022-05-23,OFFLINE,BEAT,18791000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500047,2022-05-23,OFFLINE,REVO,17490000,0,KREDIT
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500051,2022-05-24,OFFLINE,BEAT,20155000,0,KREDIT
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500014,2022-05-23,OFFLINE,VARIO 160,29840000,0,KREDIT
FKH SELEBAR,BENGKULU,BTDSLB220500007,2022-05-23,OFFLINE,REVO,15660000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500042,2022-05-23,OFFLINE,VARIO 125,23780000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500057,2022-05-23,OFFLINE,REVO,17490000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500049,2022-05-24,OFFLINE,BEAT,20586000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500109,2022-05-24,OFFLINE,GENIO,20940000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500108,2022-05-24,OFFLINE,BEAT,21110000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500047,2022-05-24,OFFLINE,BEAT,19430000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500083,2022-05-25,OFFLINE,REVO,16210000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500063,2022-05-23,OFFLINE,REVO,17180000,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500045,2022-05-23,OFFLINE,BEAT,19310000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP211100422,2022-05-25,OFFLINE,BEAT,18791000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500077,2022-05-24,ONLINE,SCOOPY,23150000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500046,2022-05-23,OFFLINE,GENIO,21120000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500033,2022-05-23,OFFLINE,GENIO,19375000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500025,2022-05-23,OFFLINE,SUPRAX125,21050000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220400205,2022-05-23,OFFLINE,GENIO,19900000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500018,2022-05-23,OFFLINE,VARIO 160,31026000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500072,2022-05-24,OFFLINE,VARIO 160,31260000,0,KREDIT
FKH PONTIANAK,KALIMANTANBARAT,BTDPNK220500064,2022-05-23,OFFLINE,GENIO,20580000,0,KREDIT
FKH WAJO,SULAWESISELATAN,BTDWJO220500056,2022-05-23,OFFLINE,VARIO 125,23980000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500038,2022-05-24,OFFLINE,SUPRAX125,21550000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500042,2022-05-24,OFFLINE,SUPRAX125,21895000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220300090,2022-05-24,OFFLINE,VARIO 125,24027500,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500157,2022-05-23,OFFLINE,GENIO,20950000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500048,2022-05-23,OFFLINE,BEAT,19650000,0,KREDIT
FKH SEI RAYA,KALIMANTANBARAT,BTDSEI220500042,2022-05-23,OFFLINE,VARIO 160,28180000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500067,2022-05-23,OFFLINE,GENIO,20500000,0,KREDIT
FKH MALLUSETASI,SULAWESISELATAN,BTDMLS220500009,2022-05-24,OFFLINE,BEAT,19330000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500064,2022-05-23,OFFLINE,SUPRAX125,21050000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500108,2022-05-23,OFFLINE,GENIO,20950000,0,KREDIT
FKH KERTAK HANYAR 2,KALIMANTANSELATAN,BTDKHY220500010,2022-05-24,OFFLINE,VARIO 125,22187000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500021,2022-05-24,ONLINE,BEAT,20210000,0,KREDIT
FKH CIANJUR,JAWABARAT,BTDCJR220500026,2022-05-24,OFFLINE,ADV 150,34650000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500069,2022-05-24,OFFLINE,GENIO,20390000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500109,2022-05-23,OFFLINE,CBR 150R,37250000,0,KREDIT
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500015,2022-05-24,OFFLINE,REVO,16670000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500043,2022-05-24,OFFLINE,REVO,17490000,0,KREDIT
FKH SOPPENG,SULAWESISELATAN,BTDSPG220400043,2022-05-23,OFFLINE,BEAT,19550000,0,KREDIT
FKH MEDAN TEMBUNG,SUMATERAUTARA,BTDMTB220500002,2022-05-23,OFFLINE,REVO,16130000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220300305,2022-05-24,OFFLINE,PCX160,35225000,0,KREDIT
FKH KEPULAUAN SULA,MALUKUUTARA,BTDKKS220500006,2022-05-25,OFFLINE,BEAT,21950000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500016,2022-05-23,OFFLINE,SUPRA X 125,21245000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500070,2022-05-25,OFFLINE,GENIO,20595000,0,KREDIT
FKH MBAY,NUSATENGGARATIMUR,BTDMBY220500010,2022-05-24,OFFLINE,BEAT,19496500,0,KREDIT
FKH TOPOYO,SULAWESIBARAT,BTDTPY220500023,2022-05-23,OFFLINE,BEAT,19280000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500131,2022-05-27,OFFLINE,VARIO 125,23450000,0,KREDIT
FKH PALEMBANG,SUMATERASELATAN,BTDPLM220500027,2022-05-25,OFFLINE,VARIO 125,24420000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220300330,2022-05-27,OFFLINE,VARIO 160,29229000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500087,2022-05-25,OFFLINE,VARIO 160,26154000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500023,2022-05-24,OFFLINE,SUPRAX125,21590000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500033,2022-05-24,ONLINE,SCOOPY,22939000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500028,2022-05-24,OFFLINE,SCOOPY,24570000,0,KREDIT
